SaleID,SaleDate,Quantity,EmployeeID,DeliveryID,DonutID
323,2020-10-03,1,2,,2
324,2020-10-27,3,13,,10
325,2020-10-23,7,24,,7
326,2020-10-26,4,9,,12
327,2020-10-27,2,12,,4
328,2020-10-15,7,22,,12
329,2020-10-31,3,1,,7
330,2020-10-23,8,8,1,7
331,2020-10-23,6,12,1,2
332,2020-10-27,3,23,,5
333,2020-10-20,6,3,1,5
334,2020-10-31,5,4,1,8
335,2020-10-18,8,12,3,10
336,2020-10-15,4,19,,12
337,2020-10-12,1,22,1,2
338,2020-10-30,1,10,,5
339,2020-10-13,5,5,,5
340,2020-10-29,7,23,,12
341,2020-10-27,6,6,,10
342,2020-10-09,6,20,2,11
343,2020-10-18,4,21,,10
344,2020-10-13,3,22,3,5
345,2020-10-12,2,13,,3
346,2020-10-28,1,23,,2
347,2020-10-12,6,25,,10
348,2020-10-22,7,24,,12
349,2020-10-17,8,22,,2
350,2020-10-08,4,1,,10
351,2020-10-29,7,11,,2
352,2020-10-18,1,18,2,5
353,2020-10-24,2,1,,9
354,2020-10-16,7,7,2,4
355,2020-10-30,6,3,2,3
356,2020-10-13,4,12,,11
357,2020-10-22,6,25,,9
358,2020-10-22,4,17,,4
359,2020-10-29,6,16,,10
360,2020-10-26,7,21,,1
361,2020-10-14,2,22,1,3
362,2020-10-08,6,18,,8
363,2020-10-13,1,5,2,10
364,2020-10-09,2,18,,8
365,2020-10-07,3,16,,9
366,2020-10-12,6,12,,12
367,2020-10-30,6,22,,1
368,2020-10-20,8,16,,11
369,2020-10-21,4,16,,9
370,2020-10-28,8,19,,2
371,2020-10-31,6,8,2,9
372,2020-10-06,3,19,2,3
373,2020-10-14,6,8,,12
374,2020-10-29,7,6,2,6
375,2020-10-09,7,2,,7
376,2020-10-26,8,19,3,4
377,2020-10-03,4,12,,8
378,2020-10-09,5,12,,10
379,2020-10-02,3,14,2,9
380,2020-10-29,5,22,,10
381,2020-10-31,3,5,3,11
382,2020-10-14,7,4,3,8
383,2020-10-12,5,6,,7
384,2020-10-05,7,10,,12
385,2020-10-24,8,17,,11
386,2020-10-13,6,22,2,1
387,2020-10-17,2,17,,7
388,2020-10-04,4,16,,7
389,2020-10-05,4,5,3,9
390,2020-10-21,4,19,2,4
391,2020-10-15,4,6,2,11
392,2020-10-29,4,14,3,5
393,2020-10-23,5,14,,12
394,2020-10-30,3,9,,2
395,2020-10-18,7,23,3,5
396,2020-10-20,4,14,,1
397,2020-10-01,7,12,,11
398,2020-10-02,2,22,3,10
399,2020-10-20,1,1,,10
400,2020-10-24,8,15,,5
401,2020-10-21,5,8,,2
402,2020-10-26,1,2,,6
403,2020-10-28,4,7,,10
404,2020-10-12,2,9,,11
405,2020-10-17,3,16,,1
406,2020-10-04,6,21,,3
407,2020-10-15,5,3,,6
408,2020-10-11,7,15,,9
409,2020-10-31,3,1,3,7
410,2020-10-23,4,10,1,1
411,2020-10-17,5,16,2,11
412,2020-10-04,5,19,,10
413,2020-10-21,2,21,,5
414,2020-10-20,2,5,,12
415,2020-10-22,1,7,,6
416,2020-10-05,1,7,,7
417,2020-10-27,2,15,2,1
418,2020-10-30,3,20,,2
419,2020-10-30,1,17,,2
420,2020-10-05,2,13,,7
421,2020-10-19,6,22,,3
422,2020-10-28,7,3,1,7
423,2020-10-09,7,15,,12
424,2020-10-06,6,6,,10
425,2020-10-05,5,1,2,1
426,2020-10-20,2,23,,5
427,2020-10-16,4,4,,12
428,2020-10-11,5,11,,12
429,2020-10-13,8,13,,11
430,2020-10-07,8,18,,2
431,2020-10-07,1,14,,4
432,2020-10-13,7,12,3,5
433,2020-10-29,3,25,,11
434,2020-10-24,6,21,1,1
435,2020-10-15,5,10,,12
436,2020-10-13,2,6,,5
437,2020-10-04,4,16,3,12
438,2020-10-17,3,6,,11
439,2020-10-03,2,19,,2
440,2020-10-05,3,3,,10
441,2020-10-05,5,14,,4
442,2020-10-20,2,20,2,3
443,2020-10-24,1,12,,2
444,2020-10-22,4,15,3,11
445,2020-10-19,4,24,,11
446,2020-10-29,6,11,2,9
447,2020-10-28,6,18,,7
448,2020-10-12,2,23,,11
449,2020-10-12,7,9,,4
450,2020-10-16,7,15,3,7
451,2020-10-28,6,21,,12
452,2020-10-26,8,5,,3
453,2020-10-14,1,17,1,5
454,2020-10-11,1,15,,11
455,2020-10-12,1,22,2,2
456,2020-10-19,5,20,,12
457,2020-10-23,2,25,,8
458,2020-10-11,3,3,3,7
459,2020-10-30,2,10,,11
460,2020-10-31,2,14,,8
461,2020-10-22,1,24,,4
462,2020-10-14,3,15,,1
463,2020-10-20,2,8,,4
464,2020-10-16,5,13,,12
465,2020-10-03,7,16,,7
466,2020-10-07,1,7,2,7
467,2020-10-27,8,5,3,7
468,2020-10-09,7,12,,1
469,2020-10-22,4,12,2,3
470,2020-10-06,5,9,,12
471,2020-10-14,5,21,,2
472,2020-10-08,7,10,,6
473,2020-10-11,5,15,2,3
474,2020-10-23,7,11,1,2
475,2020-10-28,3,2,3,1
476,2020-10-19,3,23,3,1
477,2020-10-22,2,7,,5
478,2020-10-26,5,13,2,9
479,2020-10-08,7,19,,5
480,2020-10-16,6,20,,5
481,2020-10-22,3,9,,8
482,2020-10-19,2,12,,11
483,2020-10-19,1,11,2,6
484,2020-10-31,4,15,3,9
485,2020-10-03,6,18,2,11
486,2020-10-14,4,12,,8
487,2020-10-19,7,17,1,11
488,2020-10-01,1,7,1,6
489,2020-10-09,3,23,,3
490,2020-10-15,4,2,,7
491,2020-10-27,3,14,,10
492,2020-10-23,7,13,,7
493,2020-10-20,1,6,,10
494,2020-10-06,4,10,,8
495,2020-10-04,2,3,,1
496,2020-10-23,5,5,,6
497,2020-10-01,5,21,3,8
498,2020-10-08,4,2,2,12
499,2020-10-16,1,25,,9
500,2020-10-11,4,1,,5
501,2020-10-05,4,13,,4
502,2020-10-01,5,2,,6
503,2020-10-18,3,11,3,3
504,2020-10-12,7,2,,11
505,2020-10-21,2,11,,11
506,2020-10-05,3,9,,6
507,2020-10-18,3,11,3,5
508,2020-10-11,1,21,,10
509,2020-10-08,6,20,,1
510,2020-10-30,6,22,,9
511,2020-10-02,8,22,3,8
512,2020-10-02,3,10,,9
513,2020-10-04,6,22,,9
514,2020-10-29,6,6,1,4
515,2020-10-23,5,21,,5
516,2020-10-22,4,15,3,10
517,2020-10-15,5,9,,11
518,2020-10-14,3,19,,3
519,2020-10-26,7,25,,12
520,2020-10-13,8,25,,11
521,2020-10-16,8,11,,1
522,2020-10-15,3,25,1,3
523,2020-10-29,4,6,3,11
524,2020-10-20,3,11,,8
525,2020-10-17,5,8,,9
526,2020-10-20,5,3,3,12
527,2020-10-21,1,15,,4
528,2020-10-02,5,4,,8
529,2020-10-05,7,10,,6
530,2020-10-06,5,6,1,11
531,2020-10-21,5,17,,9
532,2020-10-16,1,11,,2
533,2020-10-12,6,22,1,4
534,2020-10-29,5,13,1,2
535,2020-10-20,4,18,3,3
536,2020-10-23,2,7,,6
537,2020-10-18,5,17,1,2
538,2020-10-13,8,24,,3
539,2020-10-16,3,19,,2
540,2020-10-20,2,14,,2
541,2020-10-25,5,25,,7
542,2020-10-11,5,11,2,10
543,2020-10-23,2,18,,4
544,2020-10-11,2,25,,12
545,2020-10-25,1,16,,7
546,2020-10-03,2,10,2,3
547,2020-10-27,4,21,2,6
548,2020-10-29,8,5,,2
549,2020-10-04,7,21,1,12
550,2020-10-08,8,12,,6
551,2020-10-09,4,20,,1
552,2020-10-22,3,12,,4
553,2020-10-20,8,11,,1
554,2020-10-30,2,11,,10
555,2020-10-03,7,20,,1
556,2020-10-22,7,11,,9
557,2020-10-25,3,8,,6
558,2020-10-22,7,5,,6
559,2020-10-18,2,24,,9
560,2020-10-09,2,16,2,3
561,2020-10-05,1,10,2,4
562,2020-10-07,7,25,,11
563,2020-10-27,6,16,,2
564,2020-10-21,7,22,,9
565,2020-10-31,8,17,,9
566,2020-10-28,7,7,,10
567,2020-10-08,5,4,,5
568,2020-10-08,8,14,,4
569,2020-10-14,1,10,,6
570,2020-10-06,8,6,,10
571,2020-10-26,2,11,,10
572,2020-10-10,6,9,,12
573,2020-10-09,6,7,,6
574,2020-10-10,5,11,,4
575,2020-10-28,7,1,2,11
576,2020-10-21,6,22,,1
577,2020-10-20,4,2,,10
578,2020-10-26,2,13,,1
579,2020-10-12,8,3,,6
580,2020-10-17,1,15,2,8
581,2020-10-13,3,17,,11
582,2020-10-03,2,8,2,4
583,2020-10-27,5,8,,1
584,2020-10-07,4,11,,12
585,2020-10-17,1,22,,5
586,2020-10-03,2,3,,8
587,2020-10-12,4,24,3,1
588,2020-10-24,2,4,2,4
589,2020-10-24,8,16,2,9
590,2020-10-17,7,11,3,7
591,2020-10-24,3,8,,9
592,2020-10-25,3,22,,7
593,2020-10-30,2,13,,9
594,2020-10-02,3,18,,10
595,2020-10-22,3,2,,8
596,2020-10-16,2,6,1,8
597,2020-10-18,5,24,,6
598,2020-10-16,3,19,1,9
599,2020-10-13,4,4,1,7
600,2020-10-06,2,3,,1
601,2020-10-21,4,21,,5
602,2020-10-23,2,22,,2
603,2020-10-03,4,22,3,2
604,2020-10-14,2,12,3,1
605,2020-10-23,4,9,,4
606,2020-10-08,2,14,,5
607,2020-10-26,3,6,,12
608,2020-10-19,5,12,2,3
609,2020-10-24,8,4,,7
610,2020-10-04,3,15,2,7
611,2020-10-19,2,11,,11
612,2020-10-02,7,10,,1
613,2020-10-18,6,3,,9
614,2020-10-26,6,19,,6
615,2020-10-17,4,5,,3
616,2020-10-10,4,8,,6
617,2020-10-12,5,13,,11
618,2020-10-05,5,7,,11
619,2020-10-17,4,17,1,8
620,2020-10-19,4,21,,11
621,2020-10-18,2,25,,5
622,2020-10-01,6,2,1,2
623,2020-10-31,6,22,,4
624,2020-10-21,3,6,,11
625,2020-10-19,1,23,,4
626,2020-10-07,4,13,2,1
627,2020-10-22,5,14,,6
628,2020-10-19,7,14,,4
629,2020-10-24,8,8,,11
630,2020-10-15,3,18,,9
631,2020-10-23,3,7,,4
632,2020-10-29,3,22,,1
633,2020-10-31,4,12,2,12
634,2020-10-12,8,5,,1
635,2020-10-18,8,4,3,4
636,2020-10-02,2,11,,2
637,2020-10-21,6,15,,5
638,2020-10-15,6,9,,10
639,2020-10-14,7,14,2,10
640,2020-10-28,6,25,,7
641,2020-10-28,2,22,,1
642,2020-10-18,1,17,3,10
643,2020-10-21,2,25,2,12
644,2020-10-14,1,7,,8
645,2020-10-08,8,2,,12
646,2020-10-09,8,14,,6
647,2020-10-03,2,21,,8
648,2020-10-21,8,3,,7
649,2020-10-16,3,6,3,9
650,2020-10-31,5,8,,5
651,2020-10-22,3,11,1,6
652,2020-10-19,8,22,1,8
653,2020-10-01,6,25,,5
654,2020-10-01,3,5,,8
655,2020-10-30,3,25,,3
656,2020-10-19,1,3,,3
657,2020-10-24,6,1,,3
658,2020-10-08,6,4,1,2
659,2020-10-22,4,2,1,9
660,2020-10-30,6,20,1,3
661,2020-10-16,2,7,1,8
662,2020-10-06,8,8,3,11
663,2020-10-30,6,3,1,3
664,2020-10-23,4,11,,2
665,2020-10-11,5,22,,6
666,2020-10-09,3,4,,9
667,2020-10-30,3,21,,3
668,2020-10-25,7,2,,1
669,2020-10-24,4,19,,8
670,2020-10-20,1,20,,5
671,2020-10-16,1,21,,2
672,2020-10-11,7,5,,12
673,2020-10-29,5,23,3,7
674,2020-10-05,1,25,,9
675,2020-10-01,7,20,2,6
676,2020-10-24,6,13,,11
677,2020-10-13,3,1,,4
678,2020-10-31,6,17,,2
679,2020-10-11,8,5,2,9
680,2020-10-14,2,15,,4
681,2020-10-12,3,4,,3
682,2020-10-18,2,9,,12
683,2020-10-29,7,6,,1
684,2020-10-12,3,13,,2
685,2020-10-06,1,13,2,3
686,2020-10-16,8,23,,1
687,2020-10-07,3,15,,1
688,2020-10-23,3,18,,5
689,2020-10-29,1,21,3,9
690,2020-10-21,5,8,,10
691,2020-10-19,4,19,,2
692,2020-10-02,2,16,3,5
693,2020-10-17,7,14,,10
694,2020-10-06,4,1,,8
695,2020-10-11,8,3,,12
696,2020-10-07,4,7,2,6
697,2020-10-04,5,21,,6
698,2020-10-04,3,6,1,2
699,2020-10-19,3,5,1,3
700,2020-10-20,6,10,2,4
701,2020-10-08,1,23,,12
702,2020-10-17,1,14,,1
703,2020-10-12,8,2,1,8
704,2020-10-04,5,12,,4
705,2020-10-21,5,4,,9
706,2020-10-12,8,11,,12
707,2020-10-13,7,11,,11
708,2020-10-30,3,13,3,6
709,2020-10-09,6,15,1,5
710,2020-10-25,6,8,2,5
711,2020-10-31,5,20,,7
712,2020-10-14,2,2,,8
713,2020-10-09,7,12,1,8
714,2020-10-15,2,2,,8
715,2020-10-03,4,8,2,7
716,2020-10-30,8,11,,10
717,2020-10-08,7,19,1,10
718,2020-10-06,5,1,,8
719,2020-10-15,7,13,,2
720,2020-10-10,4,1,,4
721,2020-10-01,2,17,3,7
722,2020-10-13,8,20,,8
723,2020-10-08,2,18,,12
724,2020-10-12,1,10,,10
725,2020-10-17,8,7,,11
726,2020-10-30,5,22,,1
727,2020-10-12,7,13,,9
728,2020-10-07,5,19,,7
729,2020-10-24,8,15,,5
730,2020-10-08,3,4,,4
731,2020-10-17,7,12,,11
732,2020-10-12,6,24,,1
733,2020-10-13,1,7,3,5
734,2020-10-29,2,14,2,12
735,2020-10-07,6,3,3,7
736,2020-10-06,3,8,,12
737,2020-10-10,2,11,,1
738,2020-10-03,6,12,,5
739,2020-10-28,1,25,,5
740,2020-10-15,2,14,3,9
741,2020-10-10,6,2,,11
742,2020-10-17,5,10,1,12
743,2020-10-17,8,7,,6
744,2020-10-01,1,16,2,6
745,2020-10-22,7,19,1,2
746,2020-10-30,5,2,1,8
747,2020-10-19,4,5,,8
748,2020-10-26,8,4,1,7
749,2020-10-30,2,17,,11
750,2020-10-06,1,25,,11
751,2020-10-01,7,6,3,7
752,2020-10-31,8,21,2,12
753,2020-10-11,4,16,,3
754,2020-10-23,8,22,,12
755,2020-10-04,3,4,,6
756,2020-10-04,2,11,,12
757,2020-10-13,8,25,1,5
758,2020-10-10,8,14,3,1
759,2020-10-23,6,6,,12
760,2020-10-06,5,22,,4
761,2020-10-25,6,11,,7
762,2020-10-09,7,21,,6
763,2020-10-17,4,24,,9
764,2020-10-31,8,25,,5
765,2020-10-14,8,22,3,4
766,2020-10-04,1,18,,5
767,2020-10-20,5,6,,4
768,2020-10-30,5,1,,2
769,2020-10-20,8,19,,8
770,2020-10-13,8,3,,8
771,2020-10-01,4,6,2,3
772,2020-10-08,2,3,,10
773,2020-10-04,1,6,,9
774,2020-10-03,1,19,,4
775,2020-10-27,5,8,,12
776,2020-10-29,8,15,,6
777,2020-10-19,6,13,,3
778,2020-10-22,1,1,,11
779,2020-10-04,4,17,3,1
780,2020-10-30,1,12,,1
781,2020-10-25,7,3,,10
782,2020-10-01,1,24,,5
783,2020-10-11,7,20,,8
784,2020-10-21,7,16,,2
785,2020-10-30,7,23,,4
786,2020-10-31,6,23,,3
787,2020-10-31,6,11,3,9
788,2020-10-15,1,2,,11
789,2020-10-27,1,16,,8
790,2020-10-30,2,10,,5
791,2020-10-29,5,22,,9
792,2020-10-08,5,19,,6
793,2020-10-17,1,6,,5
794,2020-10-03,2,20,,6
795,2020-10-12,7,17,,6
796,2020-10-07,1,19,2,2
797,2020-10-21,2,16,3,6
798,2020-10-23,3,13,,6
799,2020-10-01,3,21,,4
800,2020-10-15,5,9,2,12
801,2020-10-30,5,11,1,3
802,2020-10-15,7,21,,7
803,2020-10-13,6,2,,11
804,2020-10-27,5,6,,6
805,2020-10-24,2,6,,12
806,2020-10-16,5,25,3,2
807,2020-10-21,7,15,,6
808,2020-10-26,2,16,,9
809,2020-10-12,1,1,3,11
810,2020-10-22,7,13,,9
811,2020-10-31,2,1,,2
812,2020-10-31,3,25,,12
813,2020-10-11,6,3,,10
814,2020-10-16,7,18,1,4
815,2020-10-17,3,11,,1
816,2020-10-31,2,19,,8
817,2020-10-24,7,4,,5
818,2020-10-06,8,13,,12
819,2020-10-09,3,22,,9
820,2020-10-19,8,12,,10
821,2020-10-03,6,18,,2
822,2020-10-25,3,4,,9
823,2020-10-10,5,9,,10
824,2020-10-28,8,10,3,7
825,2020-10-06,6,14,1,8
826,2020-10-01,1,21,,5
827,2020-10-01,2,19,,10
828,2020-10-10,7,24,,6
829,2020-10-30,2,4,2,11
830,2020-10-19,4,16,,4
831,2020-10-29,3,17,2,5
832,2020-10-11,8,19,1,5
833,2020-10-18,3,11,1,6
834,2020-10-02,1,8,,1
835,2020-10-27,7,9,,6
836,2020-10-02,8,9,2,11
837,2020-10-09,8,6,,11
838,2020-10-23,7,13,,10
839,2020-10-15,5,18,,9
840,2020-10-02,8,17,,4
841,2020-10-27,2,17,,10
842,2020-10-19,3,18,2,6
843,2020-10-04,5,9,,2
844,2020-10-06,1,21,,8
845,2020-10-26,6,18,2,8
846,2020-10-27,4,10,2,3
847,2020-10-04,5,3,,1
848,2020-10-19,3,19,,1
849,2020-10-03,2,15,,3
850,2020-10-25,2,5,,10
851,2020-10-31,3,24,,9
852,2020-10-31,6,25,,4
853,2020-10-23,1,3,,9
